   -90.0     0.0    5.93   0.551    1.02    0.00
   -90.0     2.0    5.93   0.551    1.08    0.00
   -90.0     4.0    5.93   0.551    1.72    0.00
   -90.0     6.0    5.93   0.551    1.25    0.00
   -90.0     8.0    5.93   0.551    1.25    0.00
   -90.0    10.0    5.93   0.551    1.01    0.00
   -90.0    12.0    5.93   0.551    1.02    0.00
   -90.0    14.0    5.93   0.551    1.13    0.00
   -90.0    16.0    5.93   0.551    1.03    0.00
   -90.0    18.0    5.93   0.551    1.05    0.00
   -90.0    20.0    5.93   0.551    1.08    0.00
   -90.0    22.0    5.93   0.551    1.09    0.00
   -90.0    24.0    5.93   0.551    1.11    0.00
   -90.0    26.0    5.93   0.551    1.12    0.00
   -90.0    28.0    5.93   0.551    1.13    0.00
   -90.0    30.0    5.93   0.551    1.14    0.00
   -90.0    32.0    5.93   0.551    1.15    0.00
   -90.0    34.0    5.93   0.551    1.56    0.00
   -90.0    36.0    5.93   0.551    1.17    0.00
   -90.0    38.0    5.93   0.551    1.53    0.00
   -90.0    40.0    5.93   0.551    1.20    0.00
   -90.0    42.0    5.93   0.551    1.48    0.00
   -90.0    44.0    5.93   0.551    1.22    0.00
   -90.0    46.0    5.93   0.551    1.42    0.00
   -90.0    48.0    5.93   0.551    1.40    0.00
   -90.0    50.0    5.93   0.551    1.29    0.00
   -90.0    52.0    5.93   0.551    2.30    0.00
   -90.0    54.0    5.93   0.551    1.73    0.00
   -90.0    56.0    5.93   0.551    2.45    0.00
   -90.0    58.0    5.93   0.551    1.86    0.00
   -90.0    60.0    5.93   0.551    1.95    0.00
   -90.0    62.0    5.93   0.551    2.06    0.00
   -90.0    64.0    5.93   0.551    1.49    0.00
   -90.0    66.0    5.93   0.551    1.61    0.00
   -90.0    68.0    5.93   0.551    1.73    0.00
   -90.0    70.0    5.93   0.551    1.87    0.00
   -90.0    72.0    5.93   0.551    1.31    0.00
   -90.0    74.0    5.93   0.551    1.46    0.00
